"","age","gender","occup","ft_pt","freqmon1","own_motob","opinion_ban","opinion_ban1"
"3973","18_25","female","state","fulltime","11_13",2,"strongagree",0
"3974","18_25","female","private","student","11_13",1,"disagree",0
"3975","26_35","male","retired","fulltime","more_20",2,"strongdisagree",0.5
"3976","26_35","male","student","fulltime","14_16",2,"disagree",0.5
"3977","36_55","female","private","fulltime","14_16",1,"disagree",1
"3978","18_25","male","state","parttime","11_13",2,"disagree",1
"3979","26_35","female","private","parttime","8_10",2,"agree",0
"3980","18_25","male","private","fulltime","14_16",2,"neutral",0.25
"3981","18_25","female","state","parttime","11_13",3,"strongagree",0
"3982","18_25","male","state","fulltime","more_20",2,"disagree",0.75
"3983","18_25","male","private","owner","8_10",2,"neutral",0.75
"3984","26_35","female","fdi","fulltime","14_16",3,"agree",0.75
"3985","36_55","female","state","fulltime","more_20",1,"disagree",0.25
"3986","26_35","female","fdi","not","more_20",1,"neutral",1
"3987","26_35","female","student","fulltime","11_13",1,"agree",0
"3988","36_55","male","private","student","17_20",0,"agree",0.25
"3989","36_55","male","state","owner","17_20",2,"agree",0.75
"3990","more_75","female","retired","fulltime","17_20",2,"neutral",0.75
"3991","18_25","male","state","fulltime","4_7",2,"disagree",0.25
"3992","26_35","male","private","fulltime","11_13",4,"agree",0.75
"3993","26_35","female","state","fulltime","8_10",2,"strongagree",0.25
"3994","26_35","female","private","fulltime","1_3",0,"strongdisagree",0.5
"3995","18_25","female","state","owner","8_10",2,"disagree",0.5
"3996","26_35","female","state","fulltime","8_10",3,"agree",0.75
"3997","56_75","female","state","fulltime","more_20",2,"agree",0.75
"3998","26_35","female","private","fulltime","more_20",2,"agree",0.5
"3999","36_55","male","private","retired","17_20",1,"neutral",0.75
"4000","26_35","female","student","fulltime","1_3",2,"disagree",0.5
"4001","18_25","male","fdi","not","more_20",2,"agree",0.25
"4002","less_18","female","state","owner","17_20",1,"neutral",0.5
"4003","18_25","female","student","fulltime","14_16",2,"neutral",0.25
"4004","18_25","female","state","fulltime","14_16",2,"agree",0.75
"4005","26_35","female","private","fulltime","more_20",2,"disagree",0.75
"4006","26_35","male","state","owner","more_20",3,"neutral",0.75
"4007","18_25","female","fdi","owner","14_16",3,"neutral",0.25
"4008","26_35","female","state","owner","17_20",0,"agree",0.75
"4009","26_35","female","state","fulltime","more_20",3,"agree",0.25
"4010","26_35","male","student","owner","8_10",0,"neutral",0.5
"4011","36_55","female","student","fulltime","14_16",2,"disagree",0.5
"4012","26_35","female","student","parttime","14_16",3,"disagree",0.75
"4013","18_25","female","fdi","fulltime","17_20",2,"strongagree",0.5
"4014","26_35","female","private","parttime","8_10",1,"strongagree",0.5
"4015","26_35","male","private","fulltime","8_10",1,"disagree",0.75
"4016","26_35","male","state","fulltime","11_13",2,"neutral",1
"4017","26_35","male","private","student","4_7",3,"disagree",0.75
"4018","18_25","male","state","parttime","17_20",1,"disagree",0.75
"4019","36_55","female","state","fulltime","14_16",2,"agree",0.75
"4020","18_25","female","state","owner","14_16",1,"disagree",0.25
"4021","26_35","female","private","fulltime","8_10",3,"strongdisagree",0.75
"4022","36_55","female","state","student","17_20",3,"agree",0.25
"4023","18_25","female","fdi","fulltime","17_20",3,"agree",0.25
"4024","18_25","female","student","fulltime","17_20",3,"neutral",0.25
"4025","26_35","female","private","fulltime","14_16",2,"agree",0.75
"4026","36_55","male","fdi","fulltime","14_16",2,"agree",0.5
"4027","18_25","male","private","fulltime","more_20",4,"disagree",0.5
"4028","18_25","female","fdi","fulltime","14_16",2,"disagree",1
"4029","less_18","male","private","fulltime","8_10",1,"agree",0.5
"4030","18_25","female","student","parttime","17_20",2,"agree",0.5
"4031","18_25","male","private","fulltime","11_13",2,"agree",0.25
"4032","36_55","female","state","fulltime","more_20",2,"disagree",0.25
"4033","36_55","female","fdi","owner","14_16",2,"disagree",0.5
"4034","26_35","female","state","student","1_3",2,"disagree",0.25
"4035","36_55","female","student","fulltime","17_20",2,"agree",0.5
"4036","56_75","female","fdi","fulltime","more_20",3,"agree",0.25
"4037","26_35","female","state","fulltime","14_16",1,"strongagree",0.75
"4038","36_55","male","state","student","more_20",2,"disagree",0
"4039","36_55","female","retired","fulltime","8_10",1,"agree",0.5
"4040","36_55","female","private","fulltime","11_13",2,"agree",1
"4041","26_35","male","private","student","11_13",0,"strongdisagree",0.75
"4042","26_35","male","student","student","4_7",3,"neutral",0.25
"4043","36_55","male","state","fulltime","14_16",2,"disagree",0.25
"4044","26_35","female","private","fulltime","1_3",3,"agree",0.25
"4045","26_35","female","fdi","owner","14_16",1,"strongdisagree",1
"4046","18_25","female","student","student","more_20",2,"agree",1
"4047","36_55","female","state","owner","17_20",2,"strongdisagree",0.5
"4048","18_25","male","state","fulltime","14_16",3,"strongdisagree",0.5
"4049","18_25","male","state","fulltime","17_20",1,"neutral",0.25
"4050","18_25","female","student","fulltime","14_16",2,"disagree",0.25
"4051","56_75","female","retired","fulltime","more_20",2,"agree",0.25
"4052","36_55","female","retired","fulltime","14_16",2,"disagree",0.75
"4053","26_35","male","state","fulltime","8_10",0,"disagree",0.75
"4054","18_25","male","private","fulltime","11_13",2,"neutral",0.75
"4055","56_75","male","state","student","14_16",1,"neutral",0.5
"4056","36_55","male","private","student","more_20",2,"disagree",0.75
"4057","36_55","male","state","student","more_20",2,"disagree",0
"4058","18_25","female","private","fulltime","8_10",1,"strongdisagree",1
"4059","26_35","female","state","student","8_10",1,"disagree",0.25
"4060","18_25","male","state","student","11_13",3,"neutral",0.5
"4061","18_25","female","state","fulltime","more_20",2,"neutral",0.5
"4062","18_25","male","private","student","14_16",1,"disagree",0.25
"4063","18_25","female","state","owner","14_16",2,"disagree",0.75
"4064","18_25","female","private","student","17_20",3,"disagree",0.5
"4065","18_25","male","private","fulltime","14_16",1,"disagree",0.5
"4066","26_35","female","retired","owner","11_13",2,"agree",0.25
"4067","18_25","female","private","fulltime","14_16",1,"neutral",0.5
"4068","36_55","male","private","student","14_16",2,"disagree",0.5
"4069","26_35","male","student","student","11_13",1,"disagree",1
"4070","26_35","male","state","fulltime","17_20",2,"neutral",0.75
"4071","18_25","male","state","owner","1_3",2,"strongdisagree",0.5
"4072","36_55","female","fdi","fulltime","17_20",2,"strongdisagree",0.75
"4073","18_25","female","fdi","student","17_20",2,"disagree",1
"4074","18_25","female","student","fulltime","14_16",2,"agree",0.5
"4075","18_25","female","student","fulltime","11_13",1,"agree",0.75
"4076","less_18","female","fdi","fulltime","17_20",1,"disagree",0.75
"4077","56_75","male","fdi","student","17_20",1,"disagree",0.75
"4078","36_55","male","state","owner","17_20",3,"agree",0.75
"4079","26_35","male","private","owner","14_16",3,"agree",0.5
"4080","26_35","female","fdi","fulltime","17_20",5,"agree",0.75
"4081","26_35","female","state","fulltime","8_10",2,"disagree",0.75
"4082","26_35","female","private","owner","more_20",2,"neutral",0
"4083","56_75","female","state","student","14_16",2,"strongdisagree",0.25
"4084","26_35","female","student","fulltime","11_13",2,"neutral",0.5
"4085","26_35","male","fdi","fulltime","14_16",1,"neutral",0.75
"4086","18_25","female","private","not","14_16",2,"neutral",0.75
"4087","26_35","female","student","owner","1_3",2,"agree",0.5
"4088","less_18","male","state","fulltime","17_20",1,"disagree",0.75
"4089","26_35","male","retired","fulltime","14_16",2,"agree",0.25
"4090","36_55","female","student","fulltime","8_10",1,"strongagree",1
"4091","36_55","male","private","owner","11_13",2,"neutral",0.75
"4092","26_35","female","student","fulltime","more_20",2,"disagree",0.75
"4093","less_18","female","retired","owner","17_20",1,"disagree",1
"4094","36_55","female","state","fulltime","14_16",5,"agree",0.75
"4095","56_75","female","fdi","parttime","4_7",2,"disagree",1
"4096","26_35","female","retired","fulltime","17_20",2,"neutral",0.75
"4097","36_55","female","fdi","parttime","17_20",2,"agree",0.25
"4098","26_35","female","state","fulltime","17_20",2,"disagree",0.75
"4099","26_35","male","fdi","fulltime","17_20",2,"strongdisagree",0.5
"4100","18_25","female","retired","fulltime","4_7",2,"agree",0.5
"4101","26_35","female","fdi","fulltime","17_20",2,"strongagree",0.5
"4102","36_55","male","private","student","more_20",2,"disagree",0.5
"4103","56_75","male","state","fulltime","more_20",1,"neutral",0.75
"4104","36_55","male","state","fulltime","14_16",2,"agree",0
"4105","26_35","female","state","fulltime","more_20",2,"disagree",0.5
"4106","18_25","female","fdi","not","17_20",2,"disagree",0.25
"4107","36_55","female","private","fulltime","11_13",2,"neutral",0.5
"4108","18_25","male","fdi","fulltime","8_10",2,"agree",0.75
"4109","26_35","male","private","fulltime","14_16",3,"disagree",0.25
"4110","18_25","male","student","not","8_10",2,"neutral",0.25
"4111","36_55","female","student","fulltime","11_13",2,"neutral",0.75
"4112","26_35","male","student","student","4_7",2,"disagree",0.25
"4113","36_55","female","private","parttime","4_7",2,"neutral",0.5
"4114","26_35","female","private","owner","17_20",3,"agree",0.5
"4115","36_55","male","fdi","parttime","17_20",3,"neutral",0.75
"4116","26_35","male","private","parttime","1_3",1,"neutral",0.75
"4117","18_25","female","student","owner","11_13",2,"neutral",0
"4118","26_35","female","private","fulltime","14_16",2,"neutral",0.25
"4119","36_55","female","fdi","fulltime","11_13",2,"disagree",0.25
"4120","56_75","male","private","fulltime","14_16",2,"neutral",0.75
"4121","26_35","male","private","student","more_20",2,"strongagree",0.25
"4122","36_55","female","state","fulltime","11_13",1,"disagree",0.75
"4123","26_35","female","private","retired","8_10",1,"agree",0.75
"4124","36_55","female","student","fulltime","14_16",2,"neutral",0.5
"4125","less_18","female","private","owner","more_20",2,"agree",0.75
"4126","56_75","female","state","owner","4_7",2,"disagree",0.25
"4127","18_25","male","private","fulltime","17_20",1,"disagree",0.5
"4128","26_35","male","private","fulltime","8_10",1,"agree",0
"4129","18_25","female","state","fulltime","8_10",1,"disagree",0.75
"4130","36_55","male","retired","fulltime","14_16",3,"disagree",0.75
"4131","18_25","male","private","parttime","17_20",5,"disagree",0
"4132","less_18","female","state","owner","1_3",1,"strongdisagree",0.25
"4133","26_35","female","student","owner","17_20",3,"disagree",0.5
"4134","36_55","female","state","retired","more_20",2,"agree",0.75
"4135","36_55","male","state","owner","11_13",2,"agree",0.75
"4136","18_25","female","retired","owner","14_16",1,"disagree",0.75
"4137","18_25","male","student","fulltime","17_20",1,"neutral",0.5
"4138","18_25","male","state","student","8_10",2,"disagree",0.25
"4139","26_35","male","fdi","owner","11_13",1,"agree",0.75
"4140","18_25","female","retired","student","4_7",3,"disagree",1
"4141","36_55","male","private","fulltime","1_3",4,"agree",0.75
"4142","18_25","male","private","fulltime","more_20",3,"disagree",0.75
"4143","26_35","female","private","owner","more_20",2,"neutral",0.5
"4144","26_35","female","private","owner","17_20",1,"neutral",0.75
"4145","26_35","female","state","owner","more_20",3,"agree",0.5
"4146","18_25","male","state","parttime","14_16",2,"disagree",0.25
"4147","26_35","female","private","fulltime","17_20",4,"agree",0.75
"4148","56_75","female","state","fulltime","14_16",2,"neutral",0.25
"4149","36_55","female","retired","fulltime","17_20",2,"agree",0.25
"4150","18_25","female","state","fulltime","11_13",2,"neutral",0.25
"4151","less_18","female","retired","owner","17_20",2,"disagree",0.5
"4152","26_35","male","state","retired","4_7",2,"disagree",0.75
"4153","18_25","female","state","student","8_10",2,"disagree",0.75
"4154","36_55","male","student","fulltime","11_13",1,"disagree",0.25
"4155","26_35","male","state","owner","14_16",2,"agree",0.5
"4156","18_25","female","state","student","8_10",4,"neutral",0.75
"4157","36_55","female","fdi","fulltime","1_3",0,"agree",0.5
"4158","18_25","male","retired","fulltime","14_16",2,"disagree",0
"4159","26_35","female","student","fulltime","4_7",2,"disagree",0.5
"4160","18_25","female","state","fulltime","1_3",2,"agree",0.25
"4161","26_35","female","state","fulltime","14_16",1,"neutral",0.5
"4162","56_75","male","student","fulltime","4_7",2,"neutral",0.5
"4163","18_25","female","student","fulltime","17_20",2,"strongagree",0.75
"4164","18_25","female","state","fulltime","14_16",2,"disagree",0.75
"4165","26_35","male","fdi","fulltime","17_20",3,"agree",0.5
"4166","36_55","male","state","owner","11_13",1,"disagree",0.5
"4167","36_55","female","fdi","student","14_16",1,"agree",0.25
"4168","36_55","male","private","student","8_10",2,"disagree",0.25
"4169","26_35","male","private","student","8_10",1,"agree",0.5
"4170","18_25","female","private","parttime","more_20",1,"agree",0.25
"4171","18_25","male","state","fulltime","17_20",2,"disagree",0.75
"4172","26_35","male","state","fulltime","8_10",5,"agree",0.25
"4173","26_35","female","private","student","17_20",3,"agree",0.25
"4174","36_55","female","private","fulltime","17_20",1,"agree",0.25
"4175","36_55","female","state","parttime","more_20",3,"strongagree",0.75
"4176","26_35","male","student","fulltime","4_7",2,"agree",0.5
"4177","56_75","male","fdi","owner","17_20",1,"strongdisagree",0.75
"4178","36_55","male","private","retired","more_20",2,"neutral",0.25
"4179","36_55","female","private","student","17_20",2,"agree",0.25
"4180","26_35","male","student","fulltime","17_20",2,"strongagree",0.25
"4181","26_35","female","fdi","fulltime","more_20",2,"agree",0.75
"4182","36_55","female","student","not","8_10",1,"agree",0.25
"4183","26_35","male","state","fulltime","11_13",1,"neutral",0.75
"4184","18_25","female","private","fulltime","14_16",1,"strongdisagree",0.5
"4185","26_35","female","private","fulltime","more_20",3,"agree",0.5
"4186","18_25","female","private","fulltime","11_13",1,"agree",0.75
"4187","18_25","female","state","student","17_20",2,"neutral",0.75
"4188","26_35","male","private","fulltime","17_20",1,"disagree",0.25
"4189","36_55","female","student","fulltime","1_3",2,"disagree",0.25
"4190","26_35","male","state","student","8_10",3,"disagree",0.25
"4191","18_25","male","private","fulltime","4_7",1,"agree",0.25
"4192","26_35","male","state","parttime","more_20",3,"disagree",0.5
"4193","36_55","male","private","retired","8_10",1,"disagree",0.75
"4194","26_35","female","retired","fulltime","8_10",2,"agree",0.25
"4195","26_35","female","state","student","8_10",1,"neutral",1
"4196","18_25","female","fdi","fulltime","1_3",1,"disagree",0.5
"4197","36_55","male","state","owner","17_20",0,"agree",0.5
"4198","26_35","female","state","fulltime","17_20",2,"strongagree",0.75
